-5.15587e-020	0
0.2201	0
0.4402	0
0.6603	0
0.8804	0
1.1005	0
1.3206	0
1.5407	0
1.7608	0
1.9809	0
2.201	0
2.4211	0
2.6412	0
2.8613	0
3.0814	0
3.3015	0
3.5216	0
3.7417	0
3.9618	0
4.1819	0
4.402	0
4.6221	0
4.8422	0
5.0623	0
5.2824	0
5.5025	0
5.7226	0
5.9427	0
6.1628	0
6.3829	0
6.603	0
6.8231	0
7.0432	0
7.2633	0
7.4834	1
7.7035	3
7.9236	8
8.1437	7
8.3638	19
8.5839	5
8.804	11
9.0241	8
9.2442	9
9.4643	17
9.6844	8
9.9045	6
10.1246	4
10.3447	10
10.5648	9
10.7849	9
11.005	6
11.2251	10
11.4452	14
11.6653	5
11.8854	16
12.1055	10
12.3256	13
12.5457	4
12.7658	10
12.9859	4
13.206	10
13.4261	9
13.6462	12
13.8663	3
14.0864	10
14.3065	10
14.5266	11
14.7467	7
14.9668	6
15.1869	8
15.407	9
15.6271	13
15.8472	10
16.0673	7
16.2874	10
16.5075	9
16.7276	9
16.9477	5
17.1678	8
17.3879	10
17.608	10
17.8281	10
18.0482	9
18.2683	13
18.4884	7
18.7085	7
18.9286	14
19.1487	8
19.3688	15
19.5889	10
19.809	5
20.0291	5
20.2492	7
20.4693	6
20.6894	8
20.9095	14
21.1296	4
21.3497	7
21.5698	9
21.7899	4
22.01	11
22.2301	6
22.4502	5
22.6703	4
22.8904	6
23.1105	11
23.3306	4
23.5507	8
23.7708	6
23.9909	5
24.211	11
24.4311	10
24.6512	11
24.8713	8
25.0914	5
25.3115	11
25.5316	9
25.7517	9
25.9718	9
26.1919	11
26.412	5
26.6321	9
26.8522	10
27.0723	8
27.2924	5
27.5125	6
27.7326	6
27.9527	4
28.1728	11
28.3929	8
28.613	8
28.8331	9
29.0532	5
29.2733	11
29.4934	4
29.7135	11
29.9336	8
30.1537	11
30.3738	3
30.5939	9
30.814	5
31.0341	5
31.2542	4
31.4743	4
31.6944	5
31.9145	7
32.1346	6
32.3547	13
32.5748	7
32.7949	9
33.015	7
33.2351	7
33.4552	4
33.6753	7
33.8954	6
34.1155	9
34.3356	7
34.5557	6
34.7758	10
34.9959	9
35.216	12
35.4361	5
35.6562	1
35.8763	6
36.0964	8
36.3165	5
36.5366	6
36.7567	10
36.9768	8
37.1969	5
37.417	3
37.6371	5
37.8572	8
38.0773	8
38.2974	8
38.5175	9
38.7376	5
38.9577	5
39.1778	3
39.3979	12
39.618	10
39.8381	14
40.0582	7
40.2783	10
40.4984	9
40.7185	6
40.9386	6
41.1587	8
41.3788	7
41.5989	3
41.819	6
42.0391	10
42.2592	9
42.4793	5
42.6994	7
42.9195	10
43.1396	8
43.3597	3
43.5798	4
43.7999	8
44.02	10
44.2401	5
44.4602	11
44.6803	8
44.9004	8
45.1205	5
45.3406	6
45.5607	6
45.7808	15
46.0009	6
46.221	5
46.4411	6
46.6612	10
46.8813	7
47.1014	4
47.3215	4
47.5416	9
47.7617	4
47.9818	7
48.2019	6
48.422	8
48.6421	6
48.8622	6
49.0823	11
49.3024	9
49.5225	4
49.7426	3
49.9627	8
50.1828	6
50.4029	9
50.623	3
50.8431	10
51.0632	6
51.2833	6
51.5034	9
51.7235	5
51.9436	7
52.1637	10
52.3838	8
52.6039	6
52.824	8
53.0441	10
53.2642	9
53.4843	7
53.7044	8
53.9245	7
54.1446	7
54.3647	6
54.5848	5
54.8049	11
55.025	9
55.2451	5
55.4652	7
55.6853	8
55.9054	8
56.1255	8
56.3456	6
56.5657	6
56.7858	8
57.0059	9
57.226	1
57.4461	7
57.6662	12
57.8863	5
58.1064	7
58.3265	8
58.5466	7
58.7667	9
58.9868	6
59.2069	3
59.427	9
59.6471	8
59.8672	5
60.0873	3
60.3074	9
60.5275	7
