-5.15587e-020	0
0.2201	0
0.4402	0
0.6603	0
0.8804	0
1.1005	0
1.3206	0
1.5407	0
1.7608	0
1.9809	0
2.201	0
2.4211	0
2.6412	0
2.8613	0
3.0814	0
3.3015	0
3.5216	0
3.7417	0
3.9618	0
4.1819	0
4.402	0
4.6221	0
4.8422	0
5.0623	0
5.2824	0
5.5025	0
5.7226	0
5.9427	0
6.1628	0
6.3829	0
6.603	0
6.8231	0
7.0432	0
7.2633	0
7.4834	0
7.7035	5
7.9236	16
8.1437	37
8.3638	33
8.5839	49
8.804	37
9.0241	43
9.2442	44
9.4643	49
9.6844	36
9.9045	51
10.1246	51
10.3447	34
10.5648	47
10.7849	55
11.005	48
11.2251	40
11.4452	45
11.6653	46
11.8854	43
12.1055	40
12.3256	43
12.5457	50
12.7658	44
12.9859	40
13.206	45
13.4261	32
13.6462	45
13.8663	38
14.0864	34
14.3065	48
14.5266	43
14.7467	55
14.9668	45
15.1869	56
15.407	42
15.6271	50
15.8472	45
16.0673	34
16.2874	40
16.5075	52
16.7276	58
16.9477	54
17.1678	43
17.3879	58
17.608	58
17.8281	55
18.0482	60
18.2683	79
18.4884	76
18.7085	71
18.9286	57
19.1487	53
19.3688	42
19.5889	38
19.809	45
20.0291	43
20.2492	36
20.4693	39
20.6894	41
20.9095	43
21.1296	40
21.3497	36
21.5698	43
21.7899	47
22.01	45
22.2301	58
22.4502	43
22.6703	48
22.8904	56
23.1105	53
23.3306	57
23.5507	52
23.7708	78
23.9909	58
24.211	82
24.4311	121
24.6512	87
24.8713	114
25.0914	141
25.3115	146
25.5316	128
25.7517	137
25.9718	134
26.1919	122
26.412	105
26.6321	111
26.8522	100
27.0723	111
27.2924	115
27.5125	198
27.7326	342
27.9527	692
28.1728	1142
28.3929	1357
28.613	1286
28.8331	879
29.0532	462
29.2733	190
29.4934	80
29.7135	52
29.9336	57
30.1537	50
30.3738	62
30.5939	47
30.814	45
31.0341	49
31.2542	58
31.4743	49
31.6944	46
31.9145	65
32.1346	95
32.3547	197
32.5748	277
32.7949	293
33.015	249
33.2351	192
33.4552	152
33.6753	122
33.8954	91
34.1155	79
34.3356	58
34.5557	43
34.7758	38
34.9959	24
35.216	26
35.4361	31
35.6562	29
35.8763	33
36.0964	37
36.3165	36
36.5366	39
36.7567	34
36.9768	44
37.1969	26
37.417	34
37.6371	43
37.8572	38
38.0773	40
38.2974	32
38.5175	27
38.7376	31
38.9577	27
39.1778	36
39.3979	28
39.618	32
39.8381	39
40.0582	32
40.2783	27
40.4984	26
40.7185	30
40.9386	30
41.1587	24
41.3788	33
41.5989	37
41.819	29
42.0391	38
42.2592	31
42.4793	53
42.6994	32
42.9195	28
43.1396	31
43.3597	25
43.5798	31
43.7999	31
44.02	28
44.2401	26
44.4602	28
44.6803	28
44.9004	23
45.1205	31
45.3406	33
45.5607	44
45.7808	30
46.0009	28
46.221	28
46.4411	29
46.6612	39
46.8813	34
47.1014	26
47.3215	28
47.5416	37
47.7617	23
47.9818	29
48.2019	27
48.422	26
48.6421	25
48.8622	24
49.0823	34
49.3024	20
49.5225	26
49.7426	30
49.9627	32
50.1828	33
50.4029	35
50.623	35
50.8431	39
51.0632	34
51.2833	26
51.5034	29
51.7235	28
51.9436	32
52.1637	28
52.3838	33
52.6039	29
52.824	33
53.0441	47
53.2642	30
53.4843	32
53.7044	30
53.9245	27
54.1446	15
54.3647	36
54.5848	31
54.8049	39
55.025	37
55.2451	30
55.4652	19
55.6853	23
55.9054	30
56.1255	21
56.3456	18
56.5657	32
56.7858	38
57.0059	27
57.226	28
57.4461	35
57.6662	28
57.8863	25
58.1064	32
58.3265	35
58.5466	25
58.7667	38
58.9868	32
59.2069	24
59.427	32
59.6471	30
59.8672	24
60.0873	32
60.3074	41
60.5275	32
